Average Microplastic,Year,Average of Merge1.Production,MP_Change,Yield_change,Average of distance,Name_En
0.11000000000000001,2016,2.6684999999999968,-0.47619047619047633,-0.44556409723665147,10.222229512648903,Solen razor clams nei
0.22700000000000006,2016,5.882352941176471,-0.2884012539184956,-0.08823529411764694,9.677443217701503,Soles nei
1.0389999999999993,2016,7,-0.5627104377104378,-0.9969616732983971,2.762222498814474,South American rock mussel
0.21200000000000002,2016,8895,41.400000000000006,0.05666429080541696,11.77046689244913,Southern bluefin tuna
1.0389999999999993,2016,0,-0.5319819819819821,0,2.7622224988144755,Southern white shrimp
0.21200000000000002,2016,3806,41.400000000000006,0.2425726412014365,11.77046689244913,Speckled shrimp
0.7060000000000004,2016,73.16091954022988,-0.6858032932799245,2.1137960259774577,7.7445284463384025,Spinefeet(=Rabbitfishes) nei
0.16200000000000003,2016,97576.94736842105,-0.9267299864314782,0.1650884974718641,8.642429628411561,Spiny eucheuma
0.5440000000000003,2016,11.443499999999991,14.111111111111116,0.34550264550264465,7.493644292523847,Spotted coralgrouper
0.0665,2016,550,-0.770689655172414,0.5277777777777778,19.24250963579296,Spotted rose snapper
0.22000000000000006,2016,0.13249999999999995,-0.4761904761904764,-0.23410404624277492,10.222229512648902,Spotted seabass
,2016,,-1,0,,Spotted wolffish
,2016,,-1,-1,,Squaretail mullet
0.12000000000000004,2016,240.08400000000032,0,0,24.88627802139101,Striped bass
0.031,2016,0,4.166666666666667,0,5.591546005596032,"Striped bass, hybrid"
0.055,2016,0,-0.47619047619047616,0,10.222229512648905,Striped venus
1.0389999999999993,2016,0,-0.5319819819819821,0,2.7622224988144755,Stromboid conchs nei
0.062,2016,0,14.499999999999998,0,5.591546005596032,Sturgeons nei
0.1800000000000001,2016,8833,0,0,24.88627802139097,Tiger pufferfish
3.311999999999994,2016,2717.438008230452,-0.5761996161228397,12.493211879964246,7.246170861878188,Tilapias nei
1.6589999999999965,2016,134.25419512195128,-0.26625386996904127,1.7146356321049787,4.554505098766006,Tropical spiny lobsters nei
0.062000000000000006,2016,1073,14.500000000000002,0.5664233576642336,5.591546005596032,Trouts nei
0.05500000000000001,2016,7,-0.47619047619047633,0.16666666666666666,10.222229512648903,Tuberculate abalone
0.4900000000000002,2016,15641.923112903218,-0.275147928994083,5.2264553771797075,13.682853679515336,Turbot
0.17200000000000004,2016,0,-0.19626168224299076,-1,9.450448928140087,Variegated scallop
0.1800000000000001,2016,687830.6666666666,0,0,24.88627802139097,Wakame
0.06000000000000002,2016,450,0,0,24.88627802139101,Warty gracilaria
0.031,2016,0.154,14.499999999999998,-0.5549132947976878,5.591546005596032,Warty venus
0.20300000000000007,2016,3.2326923076923055,-0.06018518518518522,16.035020739064844,9.153610241790549,White seabream
0.06000000000000002,2016,3941,0,0,24.88627802139101,White trevally
17.290499999999987,2016,51829.14983699367,-0.3964078754450931,1.8746707617929934,8.217231671454122,Whiteleg shrimp
,2016,,-1,-1,,Whitemouth croaker
0.149,2016,1.6121666666666672,-0.8657657657657658,90.32706306306308,8.099947664242361,White-spotted spinefoot
0.013,2016,0,-0.9881925522252498,0,18.40710498345715,Yellowfin seabream
0.0665,2016,0,-0.770689655172414,-1,19.242509635792967,Yellowfin tuna
0.05500000000000001,2016,50,-0.47619047619047633,0.6666666666666666,10.222229512648903,Yellowtail amberjack
0.3000000000000001,2016,44312.2,0,0,24.886278021391043,Yesso scallop
67.40133033000001,2017,42737.126903225806,80.55030892921958,1.6395233758619017,20.153690960072975,Abalones nei
0,2017,4618.347333333334,-1,-0.07195976077947963,22.76885710702624,Amberjacks nei
,2017,,-1,-1,,American cupped oyster
299.566016457,2017,13741.125283018868,405.46677945318845,0.04513596635290669,18.937329142747018,Aquatic invertebrates nei
,2017,,-1,0,,Aquatic plants nei
154.776457418,2017,2397.6025,1406.0587037999996,0.08552655408158652,2.435385181818316,Arctic char
0,2017,1,-1,-0.5,22.768857107026257,Areolate grouper
248.8792068,2017,1056.142857142857,1002.5451887096771,0.22291834666997495,5.563159266294548,Atlantic bluefin tuna
232.16468612699998,2017,173.57666666666668,1406.0587037999996,0.022844234924376167,2.435385181818316,Atlantic cod
303.273030927,2017,99.4325,3525.4305921744185,5.322809360295049,3.2173287029373734,Atlantic ditch shrimp
154.776457418,2017,811.534,1406.0587037999996,0.062286798874271646,2.435385181818316,Atlantic halibut
841.3056174199997,2017,274537.8184905661,378.82194917381554,1.0161549257153921,14.008984909304797,Atlantic salmon
67.40133033000001,2017,3811.330000000001,316.9308034433962,0.051357874846558016,11.187407027661777,Australian mussel
232.16468612699998,2017,19.400000000000002,1406.0587037999996,-0.26329113924050623,2.435385181818316,Babberlocks
,2017,,-1,-1,,Banana prawn
,2017,,-1,0,,Banded carpet shell
737.170666689,2017,3570.1089923076906,143.09121710105507,0.690409546782648,21.350885888615043,Barramundi(=Giant seaperch)
0,2017,21728.5,-1,-0.010744610621684992,22.76885710702625,Bastard halibut
,2017,,-1,0,,Bastard halibuts nei
,2017,,-1,-1,,Bear paw clam
,2017,,-1,0,,Big-scale sand smelt
,2017,,-1,-1,,Black ark
138.8651566498,2017,176,0,0,8.370249249978036,Blackchin tilapia
0,2017,392.43280000000016,-1,-0.49199242971466395,22.768857107026243,Blackhead seabream
9.201063663,2017,0.09999999999999999,137.36185959398495,-0.9999171417208008,26.025840700000273,Blacklip pearl oyster
77.388228709,2017,142.15,1406.0587037999996,-0.20140449438202243,2.435385181818316,Blackspot(=red) seabream
269.60532132000003,2017,67898.22545454543,162.59546196601994,-0.02142839914064974,15.398843420157947,Blood cockle
1047.5876247071994,2017,6567.625851851849,574.2815072527209,-0.5855860460201402,8.6680568625491,Blue mussel
,2017,,-1,-1,,Blue shrimp
0,2017,0,-1,-1,22.768857107026257,Blue swimming crab
35.5541724,2017,122,0,0,5.563159266294548,Bluespotted seabream
,2017,,-1,0,,Brine shrimp
309.55291483599996,2017,166890.375,437.14991484217956,0.33616046478246503,17.68548912572426,Brown seaweeds
,2017,,-1,-1,,Brown-marbled grouper
,2017,,-1,-1,,Butter clam
112.942401109,2017,0.17333333333333334,1312.2837338255813,0.8571428571428565,3.4779765433103935,Caramote prawn
,2017,,-1,-1,,Caribbean spiny lobster
,2017,,-1,-1,,Caulerpa seaweeds
0.011,2017,376.96,-0.7027027027027027,0.6606167400881057,24.07254391705254,Chilean flat oyster
0.011,2017,338846,-0.7027027027027027,0.12705223384156888,24.07254391705254,Chilean mussel
,2017,,-1,-1,,Chinook(=Spring=King) salmon
31.876918083699998,2017,750.9535000000001,860.5383265864864,-0.25278258706467654,20.121204150443038,Cholga mussel
0.011,2017,1078.9799999999998,-0.7027027027027027,0.5614761215629519,24.07254391705254,Choro mussel
,2017,,-1,0,,Chum(=Keta=Dog) salmon
261.438974618,2017,21773.08695652174,99.98067772035564,4.240811750217785,16.98837966254682,"Clams, etc. nei"
,2017,,-1,-1,,Coarse seagrape
9.212063662999999,2017,3987.7416666666686,1.4637773904787437,0.5965686811402822,24.485642629526456,Cobia
,2017,,-1,0,,Cockles nei
77.410228709,2017,109930.92857142857,408.57792967724845,1.1054743670530771,22.15455063309972,Coho(=Silver) salmon
,2017,,-1,0,,Common carp
,2017,,-1,-1,,Common cuttlefish
35.5541724,2017,51,381.30292903225813,2.4689157937695554,5.563159266294548,Common dentex
725.7683468719998,2017,247.82936842105258,849.8421417022269,-0.4523937717575963,2.9292442477882465,Common edible cockle
,2017,,-1,-1,,Common pandora
,2017,,-1,0,,Common prawn
184.050745909,2017,3.308,574.1585809656248,1.3586452762923344,4.3120496325040545,Common sole
0,2017,862541,-1,0.0791447824422419,22.768857107026257,Constricted tagelus
0,2017,443,-1,1.0414746543778801,22.768857107026257,Convict grouper
386.94114354499993,2017,74.61760000000001,1406.0587037999994,-0.0700790620233093,2.435385181818316,Corrugated venus
,2017,,-1,-1,,Cortez oyster
,2017,,-1,0,,Crevalle jack
,2017,,-1,-1,,Crimson snapper
77.388228709,2017,0,1406.0587037999999,0,2.435385181818316,"Croakers, drums nei"
,2017,,-1,-1,,Crocus giant clam
604.7442703306997,2017,508587.41376623383,281.26103632704815,0.3795847638671473,15.754782250355444,Cupped oysters nei
0,2017,3400,-1,-0.03954802259887006,22.768857107026257,Dark green nori
0,2017,52.933,-1,-0.019396072619488905,22.768857107026257,Diphos sanguin
,2017,,-1,0,,Donax clams
0,2017,225,-1,-0.4230769230769231,22.768857107026257,Dotted gizzard shad
175.88064240670002,2017,316.04791139240507,151.40956880996575,-0.9983895230029431,22.05088463285127,Elkhorn sea moss
,2017,,-1,-1,,Elongate giant clam
,2017,,-1,-1,,Emperor red snapper
85.803457656,2017,15096.866055045853,12.899798745504635,-0.9243620598614757,24.83386909954004,Eucheuma seaweeds nei
409.93554812699983,2017,156.09636363636363,550.7302128223413,0.3105082090207777,3.857100674762058,European eel
1254.9261800169998,2017,201.2534242424242,1195.3071306167806,0.03704558397165549,3.0988524118587293,European flat oyster
77.388228709,2017,0,0,0,2.435385181818316,European flounder
2420.650096924201,2017,2731.767829999993,952.7628435477607,0.12017746456103623,15.62254958627521,European seabass
154.776457418,2017,534.2,1406.0587037999996,-0.010007412898443665,2.435385181818316,European whitefish
0.011,2017,0,-0.7027027027027027,0,24.07254391705254,False abalone
0,2017,491,-1,0.1774580335731415,22.768857107026257,"Filefishes, leatherjackets nei"
77.388228709,2017,226.68,288.8435532172285,0.9179343544857769,2.435385181818316,Finfishes nei
67.40133033000001,2017,5158,251.43943943820227,1.1063696241735113,11.187407027661777,Flat and cupped oysters nei
,2017,,-1,0,,Flat oysters nei
35.565172399999994,2017,5.858999999999999,276.85290937499997,4.665348101265824,22.22160545197674,Flatfishes nei
186.971925663,2017,394.10035294117654,99.98402682311642,0.8130918280457697,23.754882690351522,Flathead grey mullet
,2017,,-1,0,,Flathead lobster
0,2017,18738,-1,-0.039347876240034864,22.76885710702625,Fleshy prawn
,2017,,-1,-1,,Florida pompano
,2017,,-1,-1,,Fluted giant clam
0,2017,9941.035000000002,-1,3.312471070626503,22.768857107026257,Fourfinger threadfin
0,2017,3980,-1,-0.06987613928487965,22.768857107026257,Fragile codium
0,2017,0,-1,-1,22.768857107026246,Freshwater fishes nei
0,2017,127297,-1,0.17643199083230135,22.76885710702625,Fusiform sargassum
277.7303132995999,2017,107.09999999999998,0,0,8.370249249978036,Gasar cupped oyster
0.011,2017,0,-0.9903719912472648,0,24.07254391705254,Gastropods nei
,2017,,-1,-1,,Giant clams nei
,2017,,-1,-1,,Giant grouper
0.022,2017,0.7750000000000001,-0.7027027027027027,0.2204724409448823,24.07254391705254,Giant kelp
714.8800539418004,2017,8612.713765957447,181.92734235972372,-0.7609421801798332,21.92549257169302,Giant tiger prawn
,2017,,-1,-1,,Giant trevally
1939.599032792399,2017,2689.212767857143,1492.1478312489621,-0.4236563637308349,18.802456464747642,Gilthead seabream
0,2017,52,-1,4.2,22.768857107026257,Globose clam
77.388228709,2017,37.33,1406.0587037999996,12.981273408239694,2.435385181818316,Golden carpet shell
,2017,,-1,-1,,Golden trevally
9.201063663,2017,2.1636363636363636,125.04196798630132,-0.8988954970263381,25.552097631931304,Goldlined seabream
140.6282843625,2017,443907.6616071427,250.12193636160703,-0.5669626710083855,17.5462093660095,Gracilaria seaweeds
,2017,,-1,-1,,Grand ark
0,2017,160.62,-1,0.06937416777629898,22.768857107026257,Greasyback shrimp
232.16468612699998,2017,12.036666666666667,843.2352222799997,0.23074301295160227,2.435385181818316,Great Atlantic scallop
,2017,,-1,-1,,Great blue spotted mudskipper
35.5541724,2017,0.044,1145.9087870967742,-0.3333333333333334,5.563159266294548,Great Mediterranean scallop
44.755236063,2017,68.77083333333333,451.07309154545453,58.25831443688587,25.59953483679807,Greater amberjack
35.5541724,2017,0.05,1145.9087870967742,-1.3877787807814454e-16,5.563159266294548,Green crab
,2017,,-1,-1,,Green humphead parrotfish
0,2017,6159,-1,-0.13956412405699917,22.768857107026257,Green laver
0,2017,151976,-1,0.039585741745274954,22.768857107026257,Green mud crab
278.806384983,2017,5731.933333333333,199.72453922462242,-0.8047609812400822,20.486158795660543,Green mussel
138.8651566498,2017,0.24500000000000008,2523.8210299963634,-0.8775,8.370249249978036,Green seaweeds
9.201063663,2017,0,706.7741279230769,0,26.025840700000277,Green turtle
683.9342905629999,2017,611.7055555555555,1342.6822997308439,0.5396345116591569,3.1304460894797,Grooved carpet shell
,2017,,-1,0,,Groundfishes nei
346.2077153129998,2017,12027.11121739131,109.22213158643741,-0.02284238499783783,20.94079533957711,Groupers nei
,2017,,-1,-1,,"Groupers, seabasses nei"
9.201063663,2017,3,706.7741279230769,0,26.025840700000273,Hooded oyster
0,2017,0,-1,0,22.768857107026257,Horned turban
,2017,,-1,0,,Horse mussels nei
,2017,,-1,-1,,Humpback grouper
76.602393993,2017,3483.0733333333337,5891.491845615385,-0.10690427350427341,24.1023400387712,Indian backwater oyster
197.960024049,2017,236.82051282051282,399.7287936214574,-0.8808682960058496,24.563015361240982,Indian white prawn
220.60611831600005,2017,8.198536585365854,75.12357429813666,-0.9984686566530311,23.280613253960396,Indo-Pacific swamp crab
0,2017,4125,-1,0.346718903036239,22.768857107026257,Inflated ark
0,2017,0,-1,-1,22.768857107026257,Jack and horse mackerels nei
134.80266066000002,2017,2888.080000000001,397.2353342983751,18.051051560989166,11.187407027661775,"Jacks, crevalles nei"
77.399228709,2017,13.268727272727274,840.2959642282608,10.510725552050468,20.13851505610086,Japanese abalone
0,2017,138999,-1,-0.01326774001192606,22.768857107026257,Japanese amberjack
832.4308640719998,2017,882885.7829473685,918.8131094718225,0.4983796308527029,11.490706111033688,Japanese carpet shell
0,2017,0,-1,-1,22.768857107026246,Japanese eel
0,2017,26031.16,-1,0.692525544683506,22.768857107026246,Japanese hard clam
0,2017,0,-1,0,22.768857107026257,Japanese isinglass
0,2017,810,-1,0.0945945945945946,22.768857107026257,Japanese jack mackerel
0,2017,2793617.0500000003,-1,0.04800711368001319,22.76885710702624,Japanese kelp
,2017,,-1,0,,Japanese meagre
0,2017,55501,-1,-0.1864767014056843,22.76885710702624,Japanese sea cucumber
0,2017,32584.83999999999,-1,0.24089616688239834,22.76885710702624,Japanese seabass
0,2017,6806,-1,0.279082879158053,22.768857107026257,Japanese seabream
134.80266066000002,2017,6322.089999999998,161.02242867788462,2.148379944248327,11.187407027661775,John's snapper
0,2017,76161,-1,0.39381794224223127,22.768857107026257,Korean mussel
0,2017,22344,-1,0.2391304347826087,22.768857107026257,Korean rockfish
416.21543203599987,2017,10021.202976744185,620.2170627402978,0.17260357972853524,17.78548806228535,Kuruma prawn
0,2017,177640,-1,0.11352794789662067,22.768857107026257,Large yellow croaker
0,2017,0,0,0,22.768857107026246,Largemouth black bass
0,2017,207801.5,-1,0.16509233626519956,22.76885710702624,Laver (Nori)
,2017,,-1,-1,,Lebranche mullet
0,2017,60737,-1,-0.10785840188014101,22.768857107026257,Lefteye flounders nei
,2017,,-1,-1,,Longfin yellowtail
31.8659180837,2017,0,0,0,16.169864383833534,Longrayed whiptail
,2017,,-1,0,,Mackerels nei
,2017,,-1,-1,,Malabar blood snapper
,2017,,-1,-1,,Malabar grouper
,2017,,-1,-1,,Mangrove cupped oyster
144.003724323,2017,1505.9820289855068,160.43915282847533,-0.43874718466864293,22.637522726717215,Mangrove red snapper
,2017,,-1,-1,,Marbled spinefoot
0,2017,7216.889999999999,-1,2.1937339619245813,22.76885710702625,Marine crabs nei
77.388228709,2017,4.220000000000001,671.9411192086956,0.021135802469135948,18.70216272198467,Marine crustaceans nei
871.2507697406995,2017,31054.35759735968,222.45492940259072,-0.22679780598585586,22.00991655371165,Marine fishes nei
35.5541724,2017,121470.29673469391,27.858906168831215,-0.351816015666455,22.417720416399064,Marine molluscs nei
,2017,,-1,0,,Masu(=Cherry) salmon
552.1522377269998,2017,2334.272,1090.2099559822125,1.3840976230074804,4.312049632504055,Meagre
679.7069737575997,2017,2569.055192982455,1066.0439148470948,-0.3860997571947496,10.254907765159716,Mediterranean mussel
35.5541724,2017,11,1145.9087870967742,-0.6232876712328766,5.563159266294548,Mediterranean shore crab
,2017,,-1,-1,,Metapenaeus shrimps nei
0,2017,102,-1,2.7777777777777777,22.768857107026257,Mi-iuy (brown) croaker
95.004521319,2017,3325.523439024389,23.217313616874858,-0.969829756280765,25.074738424427345,Milkfish
,2017,,-1,-1,,Mozambique tilapia
,2017,,-1,-1,,Mud spiny lobster
564.7120055449999,2017,15296.31819354839,786.6039128940022,1.0903004337105475,13.434560060066959,Mullets nei
0,2017,1.1999999999999997,-1,0.9852941176470558,22.76885710702625,Natantian decapods nei
,2017,,0,-1,,New Zealand mussel
44.755236063,2017,0,75.11434704591832,-1,25.599534836798075,Nile tilapia
0,2017,1733050,-1,0.3200670297444491,22.768857107026257,Nori nei
77.388228709,2017,0,190.0820461950617,-1,2.435385181818316,Northern quahog(=Hard clam)
77.388228709,2017,1.73,702.5293518999999,0.970387243735763,2.435385181818316,Octopuses nei
0.011,2017,0,-0.7027027027027027,0,24.07254391705254,"Octopuses, etc. nei"
0,2017,0,-1,0,22.768857107026257,Okhotsk atka mackerel
309.55291483599996,2017,0.158,0,0,2.435385181818316,Olive green cockle
202.20399099,2017,8152.876666666667,316.9308034433962,0.07221007236026031,11.187407027661774,Orange mud crab
18.402127326,2017,91.68627450980392,48.60142136388139,-0.2631430943413478,25.770391006433645,Orange-spotted grouper
,2017,,-1,-1,,Orbicular batfish
0,2017,2,-1,-0.8947368421052632,22.768857107026257,Oriental cyclina
,2017,,-1,-1,,Pacific asaphis
0,2017,15858,-1,0.5360952960852838,22.768857107026257,Pacific bluefin tuna
0,2017,203,-1,-0.17813765182186234,22.768857107026257,Pacific chub mackerel
1632.4280143667988,2017,22243.192663366324,898.4093743067851,-0.3454962360307315,16.33573362307203,Pacific cupped oyster
,2017,,-1,-1,,Pacific geoduck
,2017,,-1,0,,Pacific horse clam
,2017,,-1,-1,,Pacific littleneck clam
77.388228709,2017,0,1406.0587037999996,-1,2.435385181818316,Palaemonid shrimps nei
,2017,,-1,-1,,Pargo breams nei
0,2017,11.186000000000002,-1,-0.009127176808703296,22.76885710702625,Pearl oyster shells nei
0,2017,16503,-1,-0.040020941190157644,22.768857107026257,Pen shells nei
327.6241170358,2017,6494.18320610687,115.84169651776055,-0.2631852793544971,22.198093357324318,Penaeus shrimps nei
,2017,,-1,-1,,Penguin wing oyster
,2017,,-1,0,,Percoids nei
62.72627513959997,2017,638,0,0,12.561678285625042,Perlemoen abalone
0.022000000000000002,2017,8316.719999999998,-0.7027027027027026,-0.32169289686522184,24.07254391705254,Peruvian calico scallop
35.5541724,2017,107,1145.9087870967742,0.7540983606557377,5.563159266294548,Pink dentex
35.5541724,2017,4.652,1145.9087870967742,-0.4148427672955975,5.563159266294548,Pod razor shell
,2017,,-1,0,,Pollack
0,2017,137000,-1,0.19130434782608696,22.768857107026257,Pompano
71.1083448,2017,10075.965212121211,130.1962081180811,0.094965447242859,22.247472323973764,"Porgies, seabreams nei"
0,2017,119777,-1,-0.027420952628416453,22.768857107026257,Portunus swimcrabs nei
,2017,,-1,0,,Potato grouper
0,2017,21,-1,0,22.768857107026257,Pufferfishes nei
,2017,,-1,-1,,Queen conch
154.776457418,2017,6.247999999999999,1406.0587037999996,0.5924557155600871,2.435385181818316,Queen scallop
,2017,,0,-1,,Rainbow abalone
1180.1515809006994,2017,22181.30438356164,866.1209264516568,0.39481389303324754,14.09190322556605,Rainbow trout
0.011,2017,1014.8300000000002,-0.8937198067632851,2.6310803001174454,24.07254391705254,Red abalone
53.956299726,2017,5883.126213592233,9.157435942394589,0.7352812038593819,25.574204290509968,Red drum
0,2017,19639,-1,0.07487274916534399,22.768857107026257,Red oyas
71.1083448,2017,655.85,1145.9087870967742,-0.5970942376213294,5.563159266294548,Red porgy
67.40133033000001,2017,4869,316.9308034433962,1.4345,11.187407027661777,Red seaweeds
35.5541724,2017,66,0,0,5.563159266294548,Redbanded seabream
0,2017,0,0,0,22.768857107026257,Redtail prawn
0,2017,8109.5,-1,0.07652993495287402,22.76885710702625,Righteye flounders nei
31.8659180837,2017,2.5,0,0,16.169864383833534,River Plata mussel
,2017,,-1,-1,,Rough turban
0,2017,2,-1,-0.8888888888888888,22.768857107026257,Russell's snapper
44.755236063,2017,274.1666666666667,1016.1644559772728,2.916666666666667,25.59953483679807,Sabaki tilapia
,2017,,-1,-1,,Salmonids nei
,2017,,-1,0,,Salmonoids nei
,2017,,-1,-1,,Sand gaper
85.803457656,2017,48.82851485148525,167.24207383529412,-0.30398162484843727,24.997434405877765,Sandfish
,2017,,-1,-1,,Sargo breams nei
0,2017,2007529,-1,2.574775158412528,22.768857107026257,Scallops nei
,2017,,-1,0,,Scats
0,2017,198,-1,-0.13157894736842105,22.768857107026257,"Scorpionfishes, redfishes nei"
232.16468612699998,2017,70.70733333333334,1406.0587037999996,2.513116926134482,2.435385181818316,Sea belt
,2017,,-1,-1,,Sea cucumbers nei
31.36313756980001,2017,862,0,0,12.561678285625046,Sea lettuces nei
719.4884629629998,2017,165186.56650980393,522.0741279265753,0.5687167962033066,15.50028659415233,Sea mussels nei
0,2017,254736,-1,0.06425130662566794,22.768857107026257,Sea snails
0,2017,28138,-1,-0.1025420214971454,22.768857107026257,Sea squirts nei
112.942401109,2017,53.73333333333333,575.2367403520407,0.4721461187214599,3.4779765433103935,Sea trout
0,2017,4888.5795,-1,-0.03250136928961682,22.76885710702625,Sea urchins nei
,2017,,-1,-1,,Seabasses nei
386.94114354499993,2017,8871.50088888889,154.3356658149338,7.3826248854698795,11.472483815244068,Seaweeds nei
464.3293722539999,2017,428.358,1054.2940278499993,0.24856638705490872,2.4353851818183156,Senegalese sole
71.1083448,2017,78.4,763.6058580645162,0.49049429657794685,5.563159266294548,Sharpsnout seabream
106.6625172,2017,144.29999999999998,1145.9087870967744,0.45463709677419334,5.563159266294548,Shi drum
0,2017,62850,-1,-0.061450011199880535,22.768857107026257,Silver seabream
,2017,,-1,-1,,Sixfinger threadfin
35.5541724,2017,72.31,1145.9087870967742,7.927160493827162,5.563159266294548,Slender wart weed
,2017,,-1,-1,,Slipper cupped oyster
,2017,,-1,-1,,Smooth giant clam
0,2017,95,-1,1.122708396395502,22.768857107026257,Snappers nei
0,2017,133.684,-1,-0.003585137703573917,22.768857107026257,"Snappers, jobfishes nei"
134.80266066000002,2017,63.18545454545456,152.8843158219177,-0.12453993757510246,15.398843420157952,Snubnose pompano
18.402127326,2017,5.75,706.7741279230769,8.52775476387738,26.025840700000238,Sobaity seabream
,2017,,-1,0,,Sockeye(=Red) salmon
154.776457418,2017,5.2465,1406.0587037999996,0.9660858160015015,2.435385181818316,Solen razor clams nei
77.388228709,2017,20,339.91730708810564,2.4,2.435385181818316,Soles nei
31.8659180837,2017,18611.404,29.66979603820984,2657.772,16.169864383833534,South American rock mussel
67.40133033000001,2017,8100,316.9308034433962,-0.0893760539629005,11.187407027661777,Southern bluefin tuna
,2017,,-1,0,,Southern white shrimp
67.40133033000001,2017,3957,316.9308034433962,0.0396741986337362,11.187407027661777,Speckled shrimp
18.402127326,2017,20.5,25.06533615580735,-0.719795758051846,26.025840700000238,Spinefeet(=Rabbitfishes) nei
18.402127326,2017,54975,112.59337855555553,-0.4365984847585873,26.025840700000238,Spiny eucheuma
277.7303132995999,2017,0.040000000000000015,0,0,8.370249249978036,Spirulina nei
,2017,,-1,-1,,Spotted coralgrouper
,2017,,-1,-1,,Spotted rose snapper
309.55291483599996,2017,0.158,1406.0587037999994,0.1924528301886797,2.435385181818316,Spotted seabass
,2017,,-1,-1,,Striped bass
,2017,,-1,0,,"Striped bass, hybrid"
,2017,,-1,0,,Striped venus
,2017,,-1,0,,Stromboid conchs nei
71.1083448,2017,0,1145.9087870967742,0,5.563159266294548,Sturgeons nei
0,2017,9447.333333333334,-1,0.06954979433186165,22.76885710702624,Tiger pufferfish
229.80718197900006,2017,905.1324157303375,68.38622644293493,-0.6669169957184253,23.982476404457042,Tilapias nei
67.40133033000001,2017,8.49,39.62768555153716,-0.9367617526417852,11.187407027661777,Tropical spiny lobsters nei
71.1083448,2017,980,1145.9087870967742,-0.08667287977632805,5.563159266294548,Trouts nei
77.388228709,2017,7,1406.0587037999996,0,2.435385181818316,Tuberculate abalone
345.1070872359999,2017,22778.546117647056,703.3001780326526,0.45624971771257133,12.18806456335595,Turbot
,2017,,-1,0,,Variegated scallop
77.388228709,2017,720516.0071538462,428.93460393888864,0.04751945801657518,21.20474388201025,Wakame
0,2017,588.6,-1,0.30800000000000005,22.768857107026257,Warty gracilaria
35.5541724,2017,0.229,1145.9087870967742,0.48701298701298706,5.563159266294548,Warty venus
416.2154320359999,2017,0.934181818181818,2049.3223253004917,-0.711020496457736,3.2884144775845603,White seabream
0,2017,4435,-1,0.1253488962192337,22.768857107026257,White trevally
771.6895275592996,2017,134798.99568722464,43.63083933716782,1.600833625694749,20.170191994753086,Whiteleg shrimp
9.201063663,2017,0,60.752105120805375,-1,26.025840700000277,White-spotted spinefoot
9.201063663,2017,0,706.7741279230769,0,26.025840700000277,Yellowfin seabream
,2017,,-1,0,,Yellowfin tuna
77.388228709,2017,50,1406.0587037999996,0,2.435385181818316,Yellowtail amberjack
0,2017,36086.5,-1,-0.1856305938319469,22.76885710702624,Yesso scallop
856.2710278892001,2018,21588.530588235295,11.704067170438,-0.49485302001885884,21.22778880818066,Abalones nei
1062.126165816,2018,4692.977666666668,0,0.016159532392612055,16.39552192793637,Amberjacks nei
162.6406835207,2018,46856.85,0,0,6.415663658517677,American cupped oyster
1752.6560434992002,2018,5944.57529411766,4.8506504316746435,-0.5673880288782535,10.144894583814343,Aquatic invertebrates nei
460.3532517887999,2018,2601.069499999998,1.9743105603298445,0.08486269095898834,8.221624631776793,Arctic char
177.021027636,2018,0,0,-1,16.39552192793637,Areolate grouper
,2018,,-1,-1,,Atlantic bluefin tuna
690.5298776831999,2018,174.74266666666657,1.9743105603298448,0.006717492750561037,8.221624631776791,Atlantic cod
690.5298776832004,2018,165.43,1.2769247749214336,0.663741734342393,8.221624631776791,Atlantic ditch shrimp
460.35325178880004,2018,921.3555000000003,1.9743105603298452,0.13532581506135338,8.22162463177679,Atlantic halibut
2436.991188056708,2018,170555.18000000005,1.8966776610028315,-0.37875524422198753,8.655851492082581,Atlantic salmon
,2018,,-1,-1,,Australian mussel
690.5298776831992,2018,19.25333333333333,1.9743105603298419,-0.007560137457044939,8.221624631776791,Babberlocks
650.4158899624,2018,4167.724999999999,0,0,23.86357074285937,Banana prawn
3177.4145872035015,2018,7106.860630000003,3.3102835351206394,0.9906564884469209,23.213229087562684,Barramundi(=Giant seaperch)
354.042055272,2018,19718,0,-0.09252824631244679,16.39552192793637,Bastard halibut
162.6039724906,2018,4.3999999999999995,0,0,23.86357074285936,Bear paw clam
,2018,,-1,-1,,Blackchin tilapia
354.042055272,2018,752.0124999999999,0,0.9162835012771604,16.39552192793637,Blackhead seabream
,2018,,-1,-1,,Blacklip pearl oyster
230.17662589440005,2018,108.07999999999996,1.9743105603298456,-0.23967639817094652,8.221624631776791,Blackspot(=red) seabream
1329.6658902155993,2018,32295.793513513516,3.9318977967700866,-0.5243499620599954,23.05621411421906,Blood cockle
2736.4965093351097,2018,15646.108477124177,1.612188655913113,1.3823081323538708,8.651393990881457,Blue mussel
325.2079449812,2018,1114.6584999999995,0,0,23.863570742859352,Blue shrimp
650.4158899623999,2018,11.8125,0,0,23.863570742859363,Blue swimming crab
,2018,,-1,-1,,Bluespotted seabream
162.6039724906,2018,27.819999999999997,0,0,23.86357074285936,Broad geloina
1564.2159067001999,2018,27993.12625000003,4.053145461508304,-0.8322663829474886,8.83879478231793,Brown seaweeds
